film_name|gender|film_avg_rate|review_rate|review_title|review_text
As bestas |Thriller, Drama, Vida rural|7,6|3|Muy sobrevalorada, y una idea ya vista, de nuevo de Sorogoyen|"""Solo las bestias"", con Denis Ménochet, película francesa de 2019. Ambiente rural.""As bestas"", con Denis Ménochet, película española de 2022. Ambiente rural.Uhmmm...!!!!.Que curioso. Esta misma sensación la tuve con este director cuando vi Antidisturbios, que enseguida vino a mi cabeza Fauda, rodada anteriormente y de otro nivel superior en todos los sentidos.Demasiadas coincidencias de ""copiar ideas"" y mostrarlas como originales de este director.""Solo las bestias"" y ""As bestas"" son buenísimas películas, pero la sombra que la primera ha originado la segunda con bastantes similitudes, me hacen tener la sensación que ya he visto este actor en algo similar, vamos, que ""As bestas"" no me ha sorprendido mucho como idea.""As bestas"", esta bien, sin más. Esa mezcla de la Galicia profunda y personajes internacionales, tiene su punto, aunque personalmente, no me la creo mucho. Si es cierto que está currada. Las secuencias de los lugareños, son tremendas, y el cara a cara de madre e hija en francés, tremendo. Otra cosa, es cuando se mezclan lugareños y franceses. Para mi gusto, muchos planos vacíos, secuencias de relleno, y unos motivos para la historia, algo reiterativos ya en el cine la tecnología que presiona al campo con dinero, tocando donde más les duele, sus raícesCon el paso de los minutos, se me hace pesada. Tiene intensidad 1 hora, después baja mucho. Es curioso, la intensidad de algunas bobadas para la historia y luego acontece un hecho de gran importancia, y el personaje femenino francés, no cambia la semblanza.Luego, la película va empicada en cuanto a tensión. Es cierto que los primeros 45 minutos te conmueve, por jugar contigo psicológicamente al mostrarte personajes que no sabes como reaccionan, pero a partir de ahí, todo se suaviza y es bastante previsible.En definitiva, una película bastante sobrevalorada que no aporta tanto como parecía."
As bestas |Thriller, Drama, Vida rural|7,6|7|NUNCA UNA VERDAD, FUE MENOS ABSOLUTA.|Recoge con fidelidad los comportamientos y actitudes de una Galicia rural, que tan cercana me resulta. Desconoces cual es el origen de lo que ocurre. La trama se va resolviendo a medida que avanza,.Una película extensa, fidedigna a una historia que perfectamente podría suceder en esas tierras de marco profundo, donde las pasiones rudimentarias consiguen desatar acontecimientos, en ocasiones, determinantes y graves.Lo que más me ha llenado, es que en su sencillez primaria existe verdad. Personajes bien perfilados categóricos; en ellos puedes reconocer esa tensión subyacente que sientes próxima... amenazadora.
As bestas |Thriller, Drama, Vida rural|7,6|6|Funciona, pero no es una gran película|"La peli funciona, empecemos por ahí. Teniendo en cuenta que hacia el minuto cinco las cartas quedan sobre la mesa (o el dominó y esa violencia soterrada con que los aldeanos juegan sus fichas) y nos queda muy claro qué se cuece en esa aldea maldita, cuál es el conflicto principal entre sus habitantes y cómo se enfrenta esa gente a los problemas, la tensión que Sorogoyen consigue imprimir a su historia es muy meritoria. Uno siente, desde su cómoda butaca en un cine climatizado, el olor a vaca y el del sudor de los ganaderos, el aire del valle, el sabor podrido de la tierra. También nos llegan la hartura desesperada de una gente atrapada en una vida sin bucolismo que valga y el temor a lo inverosímil que, respiro a respiro, se acerca a lo posible pese a nuestra incredulidad.Pero dentro de esa peli que funciona hay bastantes de cosas que no lo hacen. La primera de ellas, y no soy la única que así lo considera, es el desarrollo de la historia: al final nos habremos tragado un thriller bastante convencional protagonizado por unos personajes que no es que parezcan caricaturas, es que son lo siguiente -ni un intento de arco, ni de profundización psicológica. Tal simpleza se salva tan solo por el trabajo emocionante de todos los actores, con Luís Zahera a la cabeza.Las molestias continúan con la transición entre su clímax y la resolución. Hasta el momento crucial el tempo, los silencios y las palabras están matemáticamente medidos (incluso de forma demasiado precisa, como aplicando los siete pasos infalibles del manual ""Haga su propia película y sorprenda a sus amigos"") para llevarte hasta el paroxismo de la angustia. A partir de esa escena, en la que entendemos la referencia con la que Sorogoyen inicia el relato, la historia y el tempo se deslavazan a lo largo (demasiado) de un ínterin que, entiendo, habla de soledad, desconcierto y resistencia pero que resulta errático y sin emoción; y que desemboca en un final sin épica (eso se agradece, porque por fin estamos ante un desafío al género) teñido de unas referencias matriarcales inesperadas en el sentido de incongruentes.Pero lo que más, más molesta es que la película carezca de la hermosísima poesía visual que Sorogoyen nos regala en el prólogo: ese abrazo de muerte, esa lucha cuerpo a cuerpo, ese dolor de los inocentes narrado por una cámara lenta que podría ser efectista pero que resulta hipnótica. Esas imágenes nos hablan de una batalla entre hombre y naturaleza que no tiene principio ni fin y en la que quizá recale lo más parecido a la eternidad que pueda vivir un ser humano. La escena, mágica y evocadora, está a un nivel que el resto del metraje no alcanza ni a soñar al estar construido alrededor de unos personajes estereotipados y un trabajo de cámara eficaz, pero sin grandeza."
As bestas |Thriller, Drama, Vida rural|7,6|3|Predecible y sobrevalorada|Esta es una obra a la que me acerqué sin saber nada de su historia, y de entrada me pareció que no era creíble en absoluto.Después, gracias a esta página de cine, he podido leer sobre el crimen real en el que está película se basa, y entiendo los hechos de ese crimen y me parece que da para hacer una película formidable, solo que no creo que sea esta porque la forma en la que me explican la historia sigue sin parecerme creíble.Del mismo modo que a veces me pasa con grandes directores de cine como por ejemplo Michael Haneke y Lars Von Trier, que tienen grandes obras que respeto y valoro mucho, pero tienen otras en las que las herramientas que utilizan para lograr sus objetivos no me parecen las más adecuadas.En el caso de Haneke, suele tratar temas muy importantes y también temas muy sencillos a la vez, pero el tema importante suele estar de fondo, para que se explique solo de manera expositiva a través del caso sencillo que cuenta.El problema de esto para mi, es que los casos individuales para ser realistas han de resultar orgánicos y debe aparentar que existe el libre albedrío, si el autor elimina estos factores y lleva la historia por los derroteros que quiere de una forma que me resulte artificial, no voy a poder lograr tener una conexión emocional con la película.En el caso de Trier, varias de sus obras parecen casi secuelas con pocos elementos cambiados en los que el camino que va a seguir y sus derroteros están clarísimos y la obra se convierte en tremendamente precedible desde el inicio, y esto hace que me resulte soporífera.En “As Bestas”, la reflexión de la violencia es expositiva, y te cuenta un caso rural de una aldea de Galicia de una forma que pretende ser simple aunque no lo sea, en esa reflexión no incluye complejidad o matices que no sean prácticamente tópicos y tampoco va más allá, y aunque no espere que todos los directores sean como Stanley Kubrick (esto para mi sería casi una utopía), si creo que este material daba para hacer una película o muy compleja o muy simple, y que está se queda en tierra de nadie (o en el centro justo con olas de fans y muchos premios).Además desde el comienzo, observé detalles que sin ser demasiado perspicaz, sino simplemente habiendo visto un poco de cine pero sin ser ningún experto en la materia, me llevaban a predecir con total exactitud todo lo que iba a ocurrir y cómo iba a ocurrir en la cinta.Y esto es porque el director y guionista y su otra guionista, utilizan recursos muy manidos como presentar algo que no tiene sentido en ese momento e introducirlo mal, de forma artificial, provocando que sea muy sencillo adivinar lo que va a pasar.El camino que proponen, que no me parece nada orgánico, es uno en el que además cambian hechos reales que a mi personalmente si me parecen importantes y significativos, por otros que mucha gente considerará genialidades pero para mi no son creíbles y como no hay nada más a parte de eso, a parte de un perpetuo climax que ya pretende comenzar alto y no deja de subir resultando extenuante, pues me resulta soporífera, ya que no comulgo con esas decisiones.Lo cierto es que esperaba más del autor de “Que dios nos perdone” y “Antidisturbios”, y aunque la fotografía sea buena, así como el sonido, el manejo de cámara, y los actores que utiliza, que personalmente pienso que podrían haber dado más de sí con un guion original un poco mejor, todos estos elementos me quedan lastrados por determinadas decisiones artísticas en la elaboración de ese guion original y de esa realización, y seguiré esperando más de un director como Sorogoyen.
As bestas |Thriller, Drama, Vida rural|7,6|3|Muy buen inicio, pésimo final. Sobrevaloradisima|Mayuscula decepción con esta película. Fui al cine con altas expectativas después de lo que les en muchos foros y paginas especializadas de cine, pero que decir...La película empieza muy bien, muy buenos personajes donde Luis Zahera se come todo con su personaje, pero poco a poco noto que el guion empieza a flojear... También noto un metraje excesivo para contar una trama que finalmente se desvanece, a pesar de que tenia un potencial buenísimo.Hizo que los últimos 40 minutos, mirase mas el reloj, cosa que en un cine es mortal...Mi resumen es que pudo ser una obra maestra, pero se convirtió en un desesperante bodrio final.El mensaje, la fotografia y los personajes son muy buenos, pero el guion y la ejecución final me parecieron muy chapuceros.
As bestas |Thriller, Drama, Vida rural|7,6|4|Más fallos que aciertos|"Pese a que esta crítica será defenestrada, voy a intentar mantener cierta lógica dentro de mi objetividad y evitar el furor gratuito que hay alrededor de esta película. En este caso, es de elogiar el término medio que se exige a si mismo el Sr. Boyero para describir una película que tiene cosas buenas y cosas malas. Al menos, prefiero esta tibieza a la oda 'superlativa' que un muy poco inspirado Luis Martinez dedica a 'As bestas', con sus constantes referencias al cine clásico y con la necesidad de atribuirle el adjetivo fordiano a cualquier cosa que transcurra en una aldea. Sin embargo, mi preferencia por la crónica de Boyero no se da solo en la comparación, sino también por su contenido material: el balance de enteros del filme no es homogéneo.Pese a que está basada en hechos reales (libremente, como dice por aquí un compañero de manera acertada) hay una gran parte del metraje que se me hace increíble, y no en el buen sentido. En gran medida tiene que ver con cómo nos dibujan a los personajes, y cómo sus actores los terminan de componer. El francés de Ménochet, que nos dicen que es un gran estudioso que enarbola su inteligencia contra los demás y que, sin embargo, apenas hace gala de ello (más allá de mencionar la palabra ""ciencia"" una vez). Un director con salidas podría decirme, además, que el conflicto mayor empuja a este hombre a decisiones un tanto estúpidas, donde toda ciencia es abandonada y se abraza el más profundo caos. Y con todo, se me sigue resistiendo.Por otro lado, es cierto que los diálogos pecan de una tara constante en el cine español, y es su recalcitrante carácter expositivo. Es palpable en el tema, solo latente en la primera media hora de película, de las ventas de tierras a las eólicas. Y es que la cinta habría esquivado esos diálogos tan perniciosos, donde todos los personajes empìezan a hablar del pasado como si no supieran lo que han hecho (pero el espectador necesita la información), si la historia hubiese comenzado por el principio, y no en un punto indefinido de la pareja en la aldea, donde todo conflicto existe pero no ha sido visto.Además, las interacciones discursivas entre personajes (especialmente entre los franceses) llegan a ser irrisorias. Si bien una de las bazas de la cinta es Zahera, a mi no me termina de convencer. A la crítica y al tonto de turno le parecerá Daniel Day Lewis (sacrilegio, por cierto) pero la composición de su personaje, una suerte de histrión inseguro y gallito, se me hace profundamente ilógico en sus códigos. El odio que profesa es tan irracional que describe, a la legua, la premeditación artística de su génesis, despojándole de todo atisbo de naturalidad. En este sentido, gran parte de la película se nota película, y desde los oportunos caballos, las más que facilonas metáforas y la planificación de las secuencias, la cinta delata su teatro forzado como el regidor que indica el inicio de la grabación.¿Aciertos? Marie Colomb y Diego Anido. El resto, protocolario, acompañado de una fotografía que no termina de explotar el paisaje del que la cinta trata de envolverse (a los que dicen que es magnífica, pues hemos visto películas distintas). ¿Iluminación? En ocasiones pobre e inexistente, dejando la pantalla prácticamente a oscuras. Por no hablar de que, como thriller, tampoco parece existir una pretensión de asentar un resultado último que permita el cierre satisfactorio de una historia que, en vez de ser, decide mostrarse a placer de sus responsables. De modo que, finalmente sin resultados, queda una cinta muy poco consciente del afán calculador que destilan sus escenas, y que explicitan la excesiva racionalización de sus códigos, hasta el punto en el que casi nada de lo que ves resulta medianamente natural."
As bestas |Thriller, Drama, Vida rural|7,6|3|No me creo nada de lo que pasa|Me flipa Rodrigo Sorogoyen, pero esta vez, aunque la película tiene momentazos de mucha tensión, hay que decir que la trama no es verosímil:
As bestas |Thriller, Drama, Vida rural|7,6|2|Incompresibles las alabanzas, lo siento.|"Me parece incomprensible no leer apenas críticas negativas sobre esta película. He de reconocer que me encanta Sorogoyen (e Isabel), a quien considero prácticamente un genio de nuestro cine. Es un virtuoso con la cámara, sobre el papel, sus guiones están fantásticamente bien escritos y estructurados, y es un gran director de actores; en definitiva, un dúo que nunca falla. Y por supuesto, son los autores de lo que considero el mejor thriller español en mucho tiempo: Qué dios nos perdone. Y sí, El Reino me parece otra maravilla, como también su serie Antidisturbios.Pero As Bestas... ¿por dónde empezamos? As Bestas parece ser el traje del emperador. La película me ha resultado soporífera, larguísima, tediosa, con algunos diálogos eternos, como el de la hija y la madre, que no empujan la trama hacia delante, que no dan información de nada y que abren líneas narrativas y de conflicto que no tienen absolutamente nada que ver con la historia que hemos estado viendo. De hecho, toda la segunda parte de la película parece ir a la deriva, no sé de qué me habla ni no sé hacia dónde va. No entiendo a qué viene todo ese conflicto con la hija, y mi sensación es que todo lo que pretende ser fricción y conflicto son solo gritos y discusiones que poco tienen que ver con la película que hemos visto. Nada en la segunda parte da un nuevo giro al conflicto, no lo eleva, no pone las cosas más difíciles... no, la película muere a mitad de la película. Y después no sucede nada que no se hubiera podido contar en 20 minutos, no en más de una hora. Y yo que estaba ilusionadísimo porque al fin tenemos otra gran película fuera de super héroes... he de decirlo, no sé si es pretendido o no, pero me ha resultado una de esas películas ""pretenciosamente"" de autor e intelectual. ¿Qué ha sido del gran cine independiente, entretenido, que funcionaba porque contaba grandísimas historias sin moraleja fácil? Sospechosos Habituales, American Beauty, Memento, Garden State, Lost in Translation, Pulp Fiction, Dallas Buyers Club, Donnie Darko, Hierro III, Pequeña Miss Sunshine, Fish Tank, Sangre Fácil, Cómo ser John Malkovich... ahora todo es soporífero, con moraleja, pretendidamente aburrido y lento para parecer intelectual, pero que en realidad no cuenta casi nada. Manchester by The Sea, Moonlight, As Bestas... por favor, hagamos películas entretenidas, sin instruir a nadie ni moralejas.Y mejor no empiezo con el cine woke..."
As bestas |Thriller, Drama, Vida rural|7,6|4|Decepciona|Voy a resumir:Guión fallido, pretencioso. Al fin y al cabo todo está inventado y si no miren Raices Profundas, viene a ser lo mismo pero en Galicia, siglo XXI (o eso creo porque, aunque aparecen modelos de coches salidos en este siglo, los monitores de los ordenadores que utlizan yo no los veía hace 30 años por lo menos. Se deben pensar los que han hecho la peli que Galicia aún no conoce las pantallas planas, no sé)Sobra como la mitad del metraje. Escenas superflúas a mansalva: plantando tomates, cenando con vecinos, plantando tomates, hablando por Skype, y así escenas que no aportan nada. Más de 2 horas para lo que explica acaba resultado cansino. Y la 2ª parte de la película es soporífera, exceptuando algún momento, es extremadamente, innecesariamente larga.Podía haber llegado a sobresaliente porque la historia es buena, los personajes son buenos, la atmósfera de tensión está muy bien conseguida, una fotografía que es cremita y la música que le da a la pelicúla una capa de rareza. Pero, como decía, finalmente se queda en un peli con algunos momentos brillantes, lástima que sean solo unos pocos. El conjunto está muy, muy deslavazado. Grandes diálogos con grandes rien de rien.
As bestas |Thriller, Drama, Vida rural|7,6|4|No me camela su propuesta Sr. Sorogoyen, no me camela|"Veo que la propuesta ha sido financiada por entidades e instituciones de alto rango, esto es, Gobierno de España, de Cataluña,, de Francia, RTVE, Canal Plus... vamos, organismos poderosos del Estado y del entramado mediático de primer nivel. La pregunta es, entonces, ¿es la presente un encargo de los citados organismos? ¿le vino el guion preparado para que usted lo ejecutase, Sr. Sorogoyen? ¿con qué libertad ha podido usted desenvolverse a la hora de realizar el trabajo?Es evidente que no podemos hablar de una obra de desarrollo personal completo. Sí podemos hablar de una obra organizada y preparada para triunfar en festivales y certámenes allá donde se presente, disfruta de los apoyos necesarios para que así sea.La película parte de los elementos aportados por una historia real, historia que se encuentra reflejada en el documental ""Santoalla"", documental interesante y que refleja con mucho detalle los hechos acaecidos sobre el año 2010 a una pareja holandesa en una aldea perdida en la Galicia profunda. ""As bestas"" no reproduce los hechos literalmente ni mucho menos, pero sí se nota sobradamente que se han basado en la historia real para hacer la película. No es que se trate de comparar documental y película, pero si nos sirve la comparativa para comprobar qué ha utilizado la cinta de Sorogoyen para desarrollar su argumento, nos sirve para dilucidar la verosimilitud de la línea argumental elegida, para discernir lo que es lógico y lo que no lo es (y que podría obedecer a líneas adoctrinadoras, tan ladinamente utilizadas hoy en día).Ya anticipo que el documental supera ampliamente a la obra de ficción, de hecho esta última está infectada de variados aspectos que denotan aleccionamientos varios, como no podía ser de otra manera vistos los apoyos con que ha contado la susodicha.Todos los méritos técnicos quedan menguados cuando nos encontramos con una obra que esconde intenciones propagandísticas debajo, por eso no hablaré de ellos, que sin duda los tiene. Pero esa propaganda encubierta me da el convencimiento de que no estamos ante una obra tan excelsa, como se viene a decir por mucho, qué más quisiera Sorogoyen que le encaramaran a tan altos podios. Nos encontramos ante un thriller con su interés particular, que en un momento dado (al menos los últimos 40 minutos) decae en su ritmo hasta unos niveles inimaginables, convirtiendo esos minutos de metraje en un auténtico tostón. Algo imperdonable teniendo en cuenta de dónde se venía.Pero el análisis completo he de hacerlo refiriendo las distintas cuestiones que han ido apareciendo y que explico en el spoiler.¿Cuál es el mensaje de la película? ¿Trata de lo deteriorado que se encuentra el mundo rural? En ese caso ¿Explica algo de las razones de ese deterioro? ¿O se queda simplemente en la denuncia de los hechos?En definitiva, obra menor, con ostentosa producción (en los créditos finales se comprueba tal extremo) pero que no deja de ser en cualquier caso una historia común, sin enjundia, sin cuajado profundo (como suele suceder con las obras imperecederas).Es un thriller aleccionador, sin más. Un 4,1."
As bestas |Thriller, Drama, Vida rural|7,6|9|El culmen de un artista|Rodrigo Soroyogen (el reino, qué Dios nos perdone, y madre) alcanza el culmen de su cinematografía (si es qué todavía no lo había alcanzado) con esta película.Poco se puede decir de su historia sin entrar en spoilers, por eso solo diré qué está tan bien escrita, qué te quedas enganchado a ella desde la primera escena. Los personajes están perfectamente escritos, y construidos (empatizas con ellos, y temes por su seguridad). La fotografía es espectacular ofreciéndonos una postal tras otra, la dirección no es particularmente sorpresiva, pero combinada con una de las mejores bandas sonoras qué se han visto en mucho tiempo en el cine español logra estremecerte por momentos, por su parte, las actuaciones resultan todas verosímiles (especialmente las de Denis Ménochet, y Luis Zahera), y demuestran el nivel del elenco protagónico.Sin duda se trata de la mejor película española del 2022, y fácilmente una de las mejores de este siglo, un imprescindible, qué además de consagrar a Rodrigo Sorogoyen, y de recordarnos qué en España se puede hacer muy buen cine, se nos queda en la retina días, semanas e incluso meses después de haberla visto.
As bestas |Thriller, Drama, Vida rural|7,6|8|Otra brutalidad de Sorogoyen|Habrá quien espere un pinchazo suyo, pero sinceramente, es ver que se estrena una película de Rodrigo Sorogoyen y querer ir al cine a verla. El cineasta madrileño lleva relativamente poco tiempo, pero cada vez que se asoma a la pantalla grande hace las delicias del personal o, por lo menos, las mías.‘As Bestas’ me ha parecido otra brutalidad del director, pero en todos los sentidos. Nos lleva hasta la Galicia profunda, la de los pueblos, la del «gallego cerrado» para sumergirnos en un pequeño pueblo y la lucha que vive una familia francesa con el resto de vecinos. No, no voy a desvelar nada más de la trama porque no quiero destripar ni un minuto de semejante invento.Con un dominio apabullante de la intriga y un magnífico trabajo de cámara, porque hay más de una y dos secuencias que merecen la pena ser destacadas en el trabajo final, construye poco a poco la historia para que la tensión vaya in crescendo, dándole la importancia adecuada a ciertos diálogos.Espectacular también el trabajo de todos los actores en una cinta en la que, inevitablemente, hay que destacar a Luis Zahera, un actor que a las órdenes de este director ha crecido una barbaridad y aquí está que se te pone la piel de gallina. Ojo, que, como decía, Diego Anido, Marina Foïs y Denis Menochet están también fantásticos.Sorogoyen sigue en plena forma, y que sea así por muchos años. ‘As bestas’ es un peliculón y, probablemente, una de las mejores del año. Quizás flojee un poco en el último acto, pero a mí, en conjunto, me sigue funcionando tremendamente bien.Más en: https://alquimistacinefilo.wordpress.com/
As bestas |Thriller, Drama, Vida rural|7,6|1|Decepción total|"No entiendo tanta nota alta, la verdad. En mi opinión, la película no funciona en ningún momento.El conflicto está presente porque sí, la tensión se ve muy artificial; así pues, no he empatizado con el francés, por lo que me da igual realmente lo que suceda, algo letal en un film de este tipo.En contraposición pondría la película de Haneke ""Funny Games"", un director al que creo que Sorogoyen está loco por emular. En ese caso, uno sufre de verdad con lo que le sucede a la pareja protagonista, y siente terror e impotencia por el tormento físico y moral al que les están sometiendo los dos chicos malvados... En cambio, aquí todo parece impostado.Además, la película resulta aburrida en bastantes tramos, con un interminable diálogo madre-hija que no aporta nada.Si hay que salvar algo, sería la actuación de Luis Zahera, que se esmera en cumplir con su papel, aunque por desgracia su personaje apenas aparece en la segunda mitad. Los demás personajes resultan planos y no despiertan ni frío ni calor."
As bestas |Thriller, Drama, Vida rural|7,6|9|¿Seres humanos o bestias?|Grandiosa y soberbia la nueva película de Rodrigo Sorogoyen (El reino, Antidisturbios). Ojito con este chico madrileño que apunta bien alto, y con esta película se ha considerado ya como uno de los grandes del panorama español. Exitazo en Cannes, en Donosti, en Sitges y ovacionados en el festival de Tokio. Orgullo es poco. Deseando ver sus nuevos proyectos, tanto de guionista, como en la labor de director.Sorogoyen consigue un retrato brutal y ermitaño de la España vaciada, esta vez en Galicia, con unos paisajes hermosísimos y gélidos y su contrapartida, unos pueblerinos muy cerrados, rancios y xenófobos que consiguen que nos den auténtica repulsión. Mencionar que está basada en hechos reales, (muy libremente) en un crimen real sucedido en Ourense hace mas de diez años. Pobres gallegos, espero que no sean todos así.As Bestas es sin duda una de las mejores películas del año, y no solo de España. Sorogoyen nos ofrece un Thriller fantástico, turbio, inquieto y conmovedor, cuya tensión se puede romper con un simple alfiler, pero a la vez nos brinda unas imágenes rurales de Galicia espectaculares, que no hace más que ambientarnos y meternos de lleno en la localización. Notaba como se me metía el frío dentro del cuerpo, es extraordinario. En los ratos que no hay tensión ni suspense, se siente una tranquilidad, un silencio sepulcral, una armonía que atrae al propio espectador a quedarse en la naturaleza y, a urbanitas como yo, nos dan ganas de dejarlo todo y mudarse a una aldea perdida alejada de la mano de Dios a vivir rodeado de vaquitas y corderitos... Pero espero no encontrarme con esta clase de vecinos.Es una película lenta (sí, lenta) y áspera, que se recrea constantemente en los paisajes y en la naturaleza y que si hubiese caído en manos de otro director nos hubiese parecido un tostón. En cambio, Sorogoyen le aporta personalidad y estilo, y maneja muy bien los tiempos para darnos la dosis necesaria de violencia en el momento justo. La tensión y el suspense va in crescendo, y os juro que ha habido un momento en el cine que el corazón se me ha puesto a mil. Además, la dirección actoral es magnífica, Sorogoyen sabe de sobra lo que hace y se le ve muy cómodo realizando thrillers. ¡Cómo me gustan este tipo de películas!As Bestas trata temas como la violencia, el odio hacia los de fuera, la desinformación y el problema de la vida rural y la España vaciada. Sorogoyen cambia las enormes y pobladas calles de Madrid (Que Dios nos perdone), y nos sumerge en un mundo inhóspito y totalmente distinto. Nos ofrece unos personajes muy bien dibujados, pues, aunque el personaje de Luis Zahera es despreciable y vil, podemos llegar a entender sus motivaciones y desgracias. Él entra en conflicto con nuestro protagonista por unos temas económicos con unas eólicas que quieren urbanizar los terrenos a cambio de dinero, un dinero que no es justo ni suficiente, pero si lo es para los lugareños. Después de todo, nuestro protagonista es un profesor urbanita que lleva viviendo solamente dos años en el mundo rural, mientras que ellos llevan más de 50 años trabajando la tierra y siendo, al fin y al cabo, unos desgraciados sin recursos ni futuro. Entendible. Ahora bien, las formas no se comparten, y ahí es donde reside la moralidad de la narración. No quita que sean unos xenófobos, clasistas y retrógrados, pero habría que ponerse un poco en su lugar, cosa que la mayoría no hacemos.As bestas quedará grabada en mí y en muchos otros. Contiene imágenes y mensajes muy potentes que seguro que harán reflexionar a más de uno. Para que luego digan que en España no se hace buen cine. Les daría una colleja a todos esos pedantes y sabiondos.CRÍTICA EN EL BLOG: https://elgrancooper.blogspot.com/2022/11/critica-as-bestas-seres-humanos-o.html
As bestas |Thriller, Drama, Vida rural|7,6|5|As Bestas|"Sinceramente, si esta es la mejor o unas de las mejores películas ""españolas"" del año, no me quiero imaginar como serán el resto. A mi me ha parecido una película demasiado larga y muy sobrevalorada.Hasta la hora y media de metraje, la película no está mal, y aunque es un poco lenta, es cierto que consigue transmitir y mantener cierta tensión (tampoco te esperes nada del otro mundo) y te hace pensar que todo va a explotar de un momento a otro... Pero no, más bien ocurre todo lo contrario. A partir del ""momento clave"", y donde se supone que se va a desarrollar una interesantísima historia de suspense y acción, la película se desmorona por completo. Se nota muchísimo que no supieron como terminarla y se inventaron un desenlace muy poco creíble, excesivamente largo y tremendamente aburrido.El guion, concretamente el porque de la tensión entre Antoine y Olga con el resto los lugareños del pueblo, me parece demasiado confuso y muy poco trabajado.La reacción de la mujer de Antoine no tiene ni pies ni cabeza, al igual que la de la Guardia Civil. Y por otro lado, la inclusión de la hija en el tramo final de la película no aporta realmente nada relevante a la trama.Lo que en un principio parece que va a ser un trepidante thriller, al final se convierte en un dramón insulso y previsible, y que se va desinflando poco a poco hasta llegar a un punto en el que ya no te crees absolutamente nada de lo que estás viendo y solo estás deseando que acabe cuanto antes.La doy un 5 raspadito porque, como he comentado, los primeros 2/3 de la película están entretenidos. Pero a partir de ahí, ya no hay por donde cogerla."
As bestas |Thriller, Drama, Vida rural|7,6|5|Bajonazo en el tiempo de descuento|Trataré de ser breve porque ya hay 219 reseñas escritas en FA sobre esta película.Coincido plenamente con quienes se mantuvieron pegados a la pantalla durante los primeros 90-95  minutos. El ritmo pausado y la cantidad de metraje más bien contemplativo y casi documental que muestra la rutina diaria de la pareja de franceses no me molestó en absoluto. Más bien al contrario en una época donde los cortes constantes de plano, los movimientos espasmódicos de cámara que no dejan ver NADA y el ritmo narrativo vertiginoso se han convertido en el standard formal del audiovisual. Las secuencias de los trabajos en el campo de los dos protagonistas transmiten autenticidad y revelan el compromiso que supone para ellos la vida que han elegido. Así que no me sobra ni un minuto desde el inicio de la película hasta el auténtico clímax de una historia de tensiones, conflictos vecinales y una violencia contenida que Sorogoyen cocina a fuego lento manteniendo una sólida coherencia narrativa.A partir de ese momento lo que parecían unos cimientos más que consolidados se convierten en un tembloroso castillo de naipes del que las cartas van cayendo poco a poco ante el radical cambio de tono de la historia, así como de un montón de incongruencias en la manera de actuar de algunos personajes (ver spoiler). Y, por qué no, también por culpa de una narración tremendamente confusa en comparación a la diáfana exposición de los hechos de la que había hecho gala Sorogoyen hasta entonces. Todo ello en unos últimos cuarenta minutos interminables hasta un final, para mí, decepcionante.Así pues, le otorgo un cinco porque durante noventa minutos me pareció una película casi de TERROR ejemplar en su relato y ambientación. Pero en absoluto llega al nivel de obra maestra que dicen muchos por aquí. Una pena esos últimos cuarenta minutos.
As bestas |Thriller, Drama, Vida rural|7,6|6|La película más sobrevalorada de los últimos años|"El problema de 'As Bestas' radica en la enorme expectación que se ha creado en torno a ella. Se antoja inevitable juzgarla en base a las inmejorables críticas que ha recibido. De hecho, ahora mismo está, según Filmaffinity, como la quinta mejor película española de la historia ( empatada con otras dos que tienen la misma nota). Entonces..¿Es realmente para tanto? ¿Estamos ante una obra maestra del cine en nuestro país? Para mi la respuesta es un ""no"" rotundo, pese a las innegables cosas buenas que tiene la cinta en cuestión.Ambientada visualmente de manera espectacular,  'As Bestas' propone una historia interesante y magníficamente interpretada, donde Luis Zahera borda su papel. Los diálogos son casi siempre buenos y la música se plasma con los efectos visuales para darle una acertada atmósfera de thriller. Además se pueda observar una evolución en los personajes. De hecho, 'a priori' 'As Bestas' muestra todos los ingredientes para ser considerada una buena película. El problema es la falta total y absoluta de ritmo; 2 horas y 17 minutos para contar algo que se podía haber contado en la mitad de tiempo, con incesantes planos repetitivos y metraje innecesario.  Por otro lado los giros de guión brillan por su ausencia y la trama se convierte en algo monótono.Tal vez nos hemos olvidado de lo que es el buen cine de verdad, porque directamente ya no se ven auténticas obras maestras desde hace años, y cuando sale una película medianamente buena como esta, muchos se dejan llevar a la hora de valorarla. Además todo es cuestión de gustos. Para mi estar en el escalón más alto implica indudablemente una banda sonora inconfundible, hace que te sobrecojas, te ransmite tristeza, te sorprende constantemente,te hacer reir, llorar, empatizar con sus personajes..No creo que 'As Bestas' consiga demasiadas cosas de las anteriormente citadas. Una obra maestra del cine es otra cosa."
