resumen,oraciones_originales,palabras_clave,num_oraciones,id,genero,texto_original
"Un mano a mano de desencuentros, promovido por los rudos, casposos y desfasados hermanos Anta, contra un francés, exprofesor, Antoine, que se dedica a restaurar casas abandonadas y a cultivar un pequeño huerto con su mujer, francesa también, Olga. Un reflejo del ruralismo brutal, del tremendismo más vulgar, cínico y violento. El tremendismo de Cela, iniciado con 'La familia Pascual Duarte', vuelve a la palestra, a actualizarse con la raigambre gallega y con un Luis Zahera, que encarna al hermano mayor de los Anta y que brilla con luz propia con una actuación grandiosa. Posiblemente estemos presenciando el mejor momento del mejor actor español de los últimos tiempos.","['Un mano a mano de desencuentros, promovido por los rudos, casposos y desfasados hermanos Anta, contra un francés, exprofesor, Antoine, que se dedica a restaurar casas abandonadas y a cultivar un pequeño huerto con su mujer, francesa también, Olga.', 'Todo transcurre en una pequeña aldea gallega.', 'Desde el primer minuto el asedio contra Antoine es de acoso y derribo.', 'Y la maldad sibilina y directa fluye a borbotones.Una película que ha cuadrado con maestría Sorogoyen.', 'Un reflejo del ruralismo brutal, del tremendismo más vulgar, cínico y violento.', ""El tremendismo de Cela, iniciado con 'La familia Pascual Duarte', vuelve a la palestra, a actualizarse con la raigambre gallega y con un Luis Zahera, que encarna al hermano mayor de los Anta y que brilla con luz propia con una actuación grandiosa."", 'Consagra con este papel aún más su carrera.', 'Posiblemente estemos presenciando el mejor momento del mejor actor español de los últimos tiempos.']","['mano', 'anta', 'antoine', 'gallega', 'tremendismo', 'mas', 'mejor', 'desencuentros', 'promovido', 'rudos']",4,829,Drama,"Un mano a mano de desencuentros, promovido por los rudos, casposos y desfasados hermanos Anta, contra un francés, exprofesor, Antoine, que se dedica a restaurar casas abandonadas y a cultivar un peque..."
"La primera escena ya me atrapó con ese plano hipnótico, feroz, a cámara lenta, que se me grabó en la retina para luego cobrar todo su sentido… Y da comienzo así la que para mi es sin duda la mejor película del madrileño, un drama rural, también thriller psicológico con tintes de western que ocurre en plena naturaleza verde e idílica, de espacios abiertos y tierras fértiles y libres que te ahoga y asfixia. Típica aldea gallega a la que se han mudado la encantadora pareja francesa Antoine y Olga, unos brillantes Denis Menochet y Marina Fois, con la intención de vivir en paz en su pequeña casita con su huerto ecológico, remodelar las casas inhabitadas y conseguir la repoblación. Empresa que se verá obstaculizada por los lugareños, que ven con ello frustado el acuerdo que, sólo (por unanimidad del voto de todos) les otorgaría un dinero a todo el pueblo a cambio de abandonarlo y permitirles construir molinos de energía eólica, voto que obviamente “el francés” no está dispuesto a dar. La animadversión está servida, y es aquí cuando los hermanos Anta, interpretados por un tremendo Diego Anido y un Luis Zahera que nos trae aquí una interpretación sobrenatural, aterradora y conmovedora, comenzarán a acosar poco a poco a Antoine, en el bar, en su casa… La rabia dará paso a un odio que se cocerá a fuego lento, con la tensión de un alambre de espino, con la fuerza de una bestia animal, con el frío de las montañas en invierno, hasta un punto de no retorno.","['Como ya sabréis los que me seguís (aprovecho para agradecéroslo una y mil veces), ayer por fin fui al cine a ver As Bestas.', 'La primera escena ya me atrapó con ese plano hipnótico, feroz, a cámara lenta, que se me grabó en la retina para luego cobrar todo su sentido… Y da comienzo así la que para mi es sin duda la mejor película del madrileño, un drama rural, también thriller psicológico con tintes de western que ocurre en plena naturaleza verde e idílica, de espacios abiertos y tierras fértiles y libres que te ahoga y asfixia.', 'Típica aldea gallega a la que se han mudado la encantadora pareja francesa Antoine y Olga, unos brillantes Denis Menochet y Marina Fois, con la intención de vivir en paz en su pequeña casita con su huerto ecológico, remodelar las casas inhabitadas y conseguir la repoblación.', 'Empresa que se verá obstaculizada por los lugareños, que ven con ello frustado el acuerdo que, sólo (por unanimidad del voto de todos) les otorgaría un dinero a todo el pueblo a cambio de abandonarlo y permitirles construir molinos de energía eólica, voto que obviamente “el francés” no está dispuesto a dar.', 'La animadversión está servida, y es aquí cuando los hermanos Anta, interpretados por un tremendo Diego Anido y un Luis Zahera que nos trae aquí una interpretación sobrenatural, aterradora y conmovedora, comenzarán a acosar poco a poco a Antoine, en el bar, en su casa… La rabia dará paso a un odio que se cocerá a fuego lento, con la tensión de un alambre de espino, con la fuerza de una bestia animal, con el frío de las montañas en invierno, hasta un punto de no retorno.', 'Se distingue otra parte en el film, en el que Sorogoyen, de la mano de una mastodóntica M. Fois, nos adentrará en el camino esperanzador del poder del amor, y del perdón, de la capacidad extraordinaria de algunos seres humanos para soportar el dolor y la rabia y seguir adelante impulsados por la pureza de su alma y sus sentimientos.', 'Al contrario que las bestias más fieras, que hambrientas de venganza, se comen a su presa sin pensarlo.As Bestas es una peli BESTIAL.']","['bestas', 'antoine', 'fois', 'voto', 'aqui', 'rabia', 'sabreis', 'seguis', 'aprovecho', 'agradeceroslo']",4,830,Drama,"Como ya sabréis los que me seguís (aprovecho para agradecéroslo una y mil veces), ayer por fin fui al cine a ver As Bestas. La primera escena ya me atrapó con ese plano hipnótico, feroz, a cámara lent..."
"Tanto las interpretaciones, como la trama como el desarrollo.... te sumergen en la historia que te deja sin aliento, y muy sutilmente el ritmo (perfecto) de la propia historia consigue tensionarte como el mejor de los thrillers mientras empatizas con sus personajes.Es un género en sí misma.","['Tanto las interpretaciones, como la trama como el desarrollo.... te sumergen en la historia que te deja sin aliento, y muy sutilmente el ritmo (perfecto) de la propia historia consigue tensionarte como el mejor de los thrillers mientras empatizas con sus personajes.Es un género en sí misma.']",[],1,831,Drama,"Tanto las interpretaciones, como la trama como el desarrollo.... te sumergen en la historia que te deja sin aliento, y muy sutilmente el ritmo (perfecto) de la propia historia consigue tensionarte com..."
"Probablemente Rodrigo Sorogoyen es el cineasta español más interesante de nuestros días, sensación confirmada de modo definitivo con esta «As bestas», si no antes, con «El reino» (2018) y su nada alentador retrato de los entresijos de una corrupción casi consustancial a nuestro sistema político.Sórdida, montaraz y profundamente incómoda, «As bestas» se inscribe de lleno en una tradición tremendista de largo arraigo en la idiosincrasia patria, de Pardo Bazán a Puerto Hurraco pasando por Cela y su Pascual Duarte. En el film de Sorogoyen se escuchan ecos del (post) western y, por supuesto, de «Perros de paja» («Straw Dogs», 1971).Durante buena parte del metraje «A bestas» nos sumerge en una atmósfera más allá de lo sofocante. La angustia que se mastica en cada plano roza lo insoportable, cada encuentro del protagonista con sus acosadores nos hace temer que se desate la violencia, una violencia ancestral que, soterrada, mascullada entre tiento y tiento al chato de vino, atraviesa la trama, impregnándola de una electricidad enfermiza y decadente.La resolución —inexorable— de dicha tensión no se produce al desenlace, sino hacia el último tercio del metraje, decisión atípica —casi nada en la filmografía de Sorogoyen discurre por los trillados caminos del cine comercial— y quizá cuestionable, pero que le permite introducir un componente melodramático y empoderar a sus personajes femeninos, hasta entonces en muy segundo plano.En el apartado interpretativo, pese al voluntarioso trabajo de la sufrida pareja de franceses bienintencionados que componen Marina Foïs y Denis Ménochet, destaca, y sobremanera, un Luis Zahera que pone los pelos de punta. A su fisonomía cuarteada y dicción patibularia les sienta como un traje a medida el rol de matón rural, de psicópata alcoholizado fruto de la endogamia, el atraso y el resentimiento.","['Probablemente Rodrigo Sorogoyen es el cineasta español más interesante de nuestros días, sensación confirmada de modo definitivo con esta «As bestas», si no antes, con «El reino» (2018) y su nada alentador retrato de los entresijos de una corrupción casi consustancial a nuestro sistema político.Sórdida, montaraz y profundamente incómoda, «As bestas» se inscribe de lleno en una tradición tremendista de largo arraigo en la idiosincrasia patria, de Pardo Bazán a Puerto Hurraco pasando por Cela y su Pascual Duarte.', 'En el film de Sorogoyen se escuchan ecos del (post) western y, por supuesto, de «Perros de paja» («Straw Dogs», 1971).Durante buena parte del metraje «A bestas» nos sumerge en una atmósfera más allá de lo sofocante.', 'La angustia que se mastica en cada plano roza lo insoportable, cada encuentro del protagonista con sus acosadores nos hace temer que se desate la violencia, una violencia ancestral que, soterrada, mascullada entre tiento y tiento al chato de vino, atraviesa la trama, impregnándola de una electricidad enfermiza y decadente.La resolución —inexorable— de dicha tensión no se produce al desenlace, sino hacia el último tercio del metraje, decisión atípica —casi nada en la filmografía de Sorogoyen discurre por los trillados caminos del cine comercial— y quizá cuestionable, pero que le permite introducir un componente melodramático y empoderar a sus personajes femeninos, hasta entonces en muy segundo plano.En el apartado interpretativo, pese al voluntarioso trabajo de la sufrida pareja de franceses bienintencionados que componen Marina Foïs y Denis Ménochet, destaca, y sobremanera, un Luis Zahera que pone los pelos de punta.', 'A su fisonomía cuarteada y dicción patibularia les sienta como un traje a medida el rol de matón rural, de psicópata alcoholizado fruto de la endogamia, el atraso y el resentimiento.', 'Una actuación sencillamente colosal.']","['sorogoyen', 'bestas', 'mas', 'casi', 'metraje', 'cada', 'plano', 'violencia', 'tiento', 'probablemente']",4,832,Drama,"Probablemente Rodrigo Sorogoyen es el cineasta español más interesante de nuestros días, sensación confirmada de modo definitivo con esta «As bestas», si no antes, con «El reino» (2018) y su nada alen..."
"Leyendo un poco las críticas de los usuarios, no voy a agregar nada nuevo. Creo que hay dos películas en una que dura más de dos horas.La primera, es genial. Buenas actuaciones, buena fotografía, buena música, buena ambientación y, por sobre todo, una tensión que crece de a poco hasta que sentís estar viviendo lo que vive el protagonista.La última hora o, quizá, 45 minutos (no me fijé bien), un bodrio de aquellos. Si hubiera terminado antes, el puntaje sería un 10, pero decae rápidamente.En la sección de spoiler dejo varios comentarios.","['Leyendo un poco las críticas de los usuarios, no voy a agregar nada nuevo.', 'Creo que hay dos películas en una que dura más de dos horas.La primera, es genial.', 'Buenas actuaciones, buena fotografía, buena música, buena ambientación y, por sobre todo, una tensión que crece de a poco hasta que sentís estar viviendo lo que vive el protagonista.La última hora o, quizá, 45 minutos (no me fijé bien), un bodrio de aquellos.', 'Si hubiera terminado antes, el puntaje sería un 10, pero decae rápidamente.En la sección de spoiler dejo varios comentarios.']",[],4,833,Drama,"Leyendo un poco las críticas de los usuarios, no voy a agregar nada nuevo. Creo que hay dos películas en una que dura más de dos horas.La primera, es genial. Buenas actuaciones, buena fotografía, buen..."
"Con intenciones me refiero a que la propuesta valle-inclaniana, más oscura y menos cáustica que las obras del dramaturgo, presenta todos los elementos climáticos y sociales para realizar un thriller de aldea que algunos/as llegan a definir de western. Como bien han descrito otros usuarios en sus críticas, la película no sigue un ritmo correspondiente al thriller: la introducción es extensísima y hay un corte abrupto que te devuelve al inicio, debiendo reconstruir toda la secuencia de tensión en aumento que se había ido ejecutando en la primera hora y media, no obstante, los últimos cuarenta minutos son los mejores a nivel interpretativo.La película aborda temas interesantes de nuestra historia como el 'odio al francés' sobre el que se erige el nacionalismo español decimonónico; la turismofobia y crítica a la estupidez consumista; la destrucción del paisaje por la energía eólica; el complejo de inferioridad y el odio al intelectual. En cambio, el largometraje no profundiza en ninguno de estos elementos, centrándose en el conflicto por el interés económico que va a llegar a algo más que el diálogo, el problema es que te quedas con muchas más ganas de ese algo más. El guión, por evitar caer en los tópicos del cine comercial, -estallido de violencia vengativa final o ajuste de cuentas- permanece en la contención emocional, por lo que la sensación de tensión en vez de resolverse de manera catártica se disuelve en la asepsia de aceptar las cosas tal y como son, pero claro, esto es cine, ficción en definitiva, entretenimiento.PD: el papel de la guardia civil es patético y el perro estaba conchavao (ambos son trampas de los guionistas).","['La película tiene dos cosas buenas: las intenciones y dos momentos de diálogo extensos que no diré cuáles son para evitar spóilers.', 'Con intenciones me refiero a que la propuesta valle-inclaniana, más oscura y menos cáustica que las obras del dramaturgo, presenta todos los elementos climáticos y sociales para realizar un thriller de aldea que algunos/as llegan a definir de western.', 'Sin embargo, la intención se desarrolla a medias sin llegar a discernir si estamos ante un thriller, un documental social o un drama simple y llanamente.', ""Como bien han descrito otros usuarios en sus críticas, la película no sigue un ritmo correspondiente al thriller: la introducción es extensísima y hay un corte abrupto que te devuelve al inicio, debiendo reconstruir toda la secuencia de tensión en aumento que se había ido ejecutando en la primera hora y media, no obstante, los últimos cuarenta minutos son los mejores a nivel interpretativo.La película aborda temas interesantes de nuestra historia como el 'odio al francés' sobre el que se erige el nacionalismo español decimonónico; la turismofobia y crítica a la estupidez consumista; la destrucción del paisaje por la energía eólica; el complejo de inferioridad y el odio al intelectual."", 'En cambio, el largometraje no profundiza en ninguno de estos elementos, centrándose en el conflicto por el interés económico que va a llegar a algo más que el diálogo, el problema es que te quedas con muchas más ganas de ese algo más.', 'El guión, por evitar caer en los tópicos del cine comercial, -estallido de violencia vengativa final o ajuste de cuentas- permanece en la contención emocional, por lo que la sensación de tensión en vez de resolverse de manera catártica se disuelve en la asepsia de aceptar las cosas tal y como son, pero claro, esto es cine, ficción en definitiva, entretenimiento.PD: el papel de la guardia civil es patético y el perro estaba conchavao (ambos son trampas de los guionistas).', 'Y la escena de desnudo sobraba teniendo en cuenta la suma sobriedad de toda la cinta.']","['mas', 'pelicula', 'thriller', 'dos', 'cosas', 'intenciones', 'dialogo', 'evitar', 'elementos', 'llegar']",4,834,Drama,"La película tiene dos cosas buenas: las intenciones y dos momentos de diálogo extensos que no diré cuáles son para evitar spóilers. Con intenciones me refiero a que la propuesta valle-inclaniana, más ..."
"Si esta es la puntuación a una película mediocre mejor no guiarse por la masa. Mediocre y no por los actores sino porque no aporta absolutamente nada. Previsible, aburrida y sin intriga de ningún tipo. El cine español se va al traste junto con sus seguidores","['Si esta es la puntuación a una película mediocre mejor no guiarse por la masa.', 'Mediocre y no por los actores sino porque no aporta absolutamente nada.', 'Previsible, aburrida y sin intriga de ningún tipo.', 'El cine español se va al traste junto con sus seguidores']",[],4,835,Drama,"Si esta es la puntuación a una película mediocre mejor no guiarse por la masa. Mediocre y no por los actores sino porque no aporta absolutamente nada. Previsible, aburrida y sin intriga de ningún tipo..."
"Salvando la fotografía y algunas actuaciones... vaya tela marinera...Y dicen que esto es lo mejor que tiene el cine español...Larga sin motivo, vacía de contenido por mucho que se intenta rellenar de diálogos básicos y un ritmo soporífero que resulta más efectivo que contar ovejas.Por si esto fuera poco tenemos una película española donde lo que menos se habla es español. Vale que puntualmente estén personajes hablando en otro idioma pero es que el idioma de Cervantes no se muestra ni en un tercio de este sedante.Resulta maravilloso ver gente aplaudiendo con las orejas por como ""refleja la vida en los pueblos"" cuando son más de barrio que los columpios. El día que pisen un pueblo pequeño (en el mundo real) creo que se sentirán desilusionados por no ver bares mugrientos, gente sin ninguna dicción o a hombres casados con una cabra.Finalmente un gran detalle mostrando al francés ilustrado frente a los paletos gallegos. La misma gente que he comentado en el párrafo anterior, si alguna vez visitan algunos pequeños y preciosos pueblos de Francia, pueden quedar sorprendidos por no ver que cada francés lleva un monóculo y hace reverencias.Total, otra ""Pa Negre"" de la vida, aplaudida muy fuerte, vista por cuatro gatos que a su vez son los que la premian pero a las dos semanas de los Goya no se acuerda nadie.P.D.","['Salvando la fotografía y algunas actuaciones... vaya tela marinera...Y dicen que esto es lo mejor que tiene el cine español...Larga sin motivo, vacía de contenido por mucho que se intenta rellenar de diálogos básicos y un ritmo soporífero que resulta más efectivo que contar ovejas.Por si esto fuera poco tenemos una película española donde lo que menos se habla es español.', 'Vale que puntualmente estén personajes hablando en otro idioma pero es que el idioma de Cervantes no se muestra ni en un tercio de este sedante.Resulta maravilloso ver gente aplaudiendo con las orejas por como ""refleja la vida en los pueblos"" cuando son más de barrio que los columpios.', 'El día que pisen un pueblo pequeño (en el mundo real) creo que se sentirán desilusionados por no ver bares mugrientos, gente sin ninguna dicción o a hombres casados con una cabra.Finalmente un gran detalle mostrando al francés ilustrado frente a los paletos gallegos.', 'La misma gente que he comentado en el párrafo anterior, si alguna vez visitan algunos pequeños y preciosos pueblos de Francia, pueden quedar sorprendidos por no ver que cada francés lleva un monóculo y hace reverencias.Total, otra ""Pa Negre"" de la vida, aplaudida muy fuerte, vista por cuatro gatos que a su vez son los que la premian pero a las dos semanas de los Goya no se acuerda nadie.P.D.', 'Lo de intentar meter por la garganta a una mujer protagonista, fuerte, valiente, inteligente y que lucha mucho y muy fuerte en este malvado mundo de hombres... aquí resulta gracioso por lo ridículo.']","['resulta', 'ver', 'gente', 'fuerte', 'espanol', 'mas', 'idioma', 'vida', 'pueblos', 'mundo']",4,836,Drama,"Salvando la fotografía y algunas actuaciones... vaya tela marinera...Y dicen que esto es lo mejor que tiene el cine español...Larga sin motivo, vacía de contenido por mucho que se intenta rellenar de ..."
"La ponen como:2 Ranking: Top 100 películas de lo que llevamos del 202210 Mejores películas españolas de la historia.Y nada menos que obtiene la misma puntuación que 'El mundo sigue' o 'Muerte de un ciclista' ! !Luis Zahera destaca porque el resto son meros figurantes. Ménochet, que estaba tan tranquilo chateando en Costa de Marfil, viene para hacer los mismos planos ante el ordenador que en 'Solo las bestias'.....En la segunda parte crees que estás viendo otra peli distinta ya que no hay ni un mísero fundido. Le sobra metraje.Rodada en gallego y en francés, pero subvencionada con dinero de nuestros impuestos, también te pierdes los diálogos.Lo de la Guardia Civil, sin comentarios.","[""La ponen como:2 Ranking: Top 100 películas de lo que llevamos del 202210 Mejores películas españolas de la historia.Y nada menos que obtiene la misma puntuación que 'El mundo sigue' o 'Muerte de un ciclista' !"", '!!!!!!', '!Luis Zahera destaca porque el resto son meros figurantes.', ""Ménochet, que estaba tan tranquilo chateando en Costa de Marfil, viene para hacer los mismos planos ante el ordenador que en 'Solo las bestias'.....En la segunda parte crees que estás viendo otra peli distinta ya que no hay ni un mísero fundido."", 'Le sobra metraje.Rodada en gallego y en francés, pero subvencionada con dinero de nuestros impuestos, también te pierdes los diálogos.Lo de la Guardia Civil, sin comentarios.']","['peliculas', 'ponen', 'ranking', 'top', '100', 'llevamos', '202210', 'mejores', 'espanolas', 'historia']",4,837,Drama,La ponen como:2 Ranking: Top 100 películas de lo que llevamos del 202210 Mejores películas españolas de la historia.Y nada menos que obtiene la misma puntuación que 'El mundo sigue' o 'Muerte de un ci...
"Redoble de tambores para Rodrigo Sorogoyen que vuelve más fuerte que nunca para presentarnos AS BESTAS, un excelente thriller gallego con aires de western y superioridad cinematográfica impregnada en cada plano y en cada diálogo escritos por el equipo de Isabel Peña y el propio director, con una inmensa Marina Foïs y el soberbio y ganador del Goya 2023 Luis Zahera.Ambos actores directos a la candidatura, por lo menos. Escena esta última que merece de halagos, como el resto de momentos que tiene, por la construcción de la atmósfera cual cazador con su presa -valga la redundancia- del in crescendo de los tambores por las miradas de sus protagonistas culminando en una falsa victoria.Como los verbales pasos en falso (apoyados sin protesta por su misma sangre) que llegamos a creer, sólo por un momento, que logran sentar cátedra por los monólogos reconvertidos en discursos de denuncia que escupe con fuego y  rabia Luis Zahera. Es un gran detalle que las dos grandes protagonistas de esta historia, jamás presencien como los perros se mordisquean entre ellos; las reinas de esta historia, las dos madres dejan su mejor momento para el final que es la pieza clave del puzzle. Como dice el dicho... Mucho ruido, pero evidentemente, muy pocas nueces.Luis Zahera debería ser el merecedor del Goya el próximo año, y lo mismo digo de la actriz Marina Foïs, quien logra una labor de tempo calmado y frío (como así se construyen muchos de los momentos de cerco atmosférico en su intriga dentro de la historia) inconmensurable.","['Redoble de tambores para Rodrigo Sorogoyen que vuelve más fuerte que nunca para presentarnos AS BESTAS, un excelente thriller gallego con aires de western y superioridad cinematográfica impregnada en cada plano y en cada diálogo escritos por el equipo de Isabel Peña y el propio director, con una inmensa Marina Foïs y el soberbio y ganador del Goya 2023 Luis Zahera.Ambos actores directos a la candidatura, por lo menos.', 'Y es que, el trabajo interpretativo de Zahera como el de Foïs, son absolutamente brillantes.', 'Simplificado de esta forma, mitad de película para uno, y la otra mitad para la otra.', 'Es decir; dos películas en una.', 'Compactadas de manera sublime.', 'Y eso gracias, al trabajo del magnífico guion que fabrican sus responsables.En esta película, Rodrigo vuelve a condenar al hombre como bestia, como animal, como así se nos da a entender desde la secuencia principal, hasta rozar el ecuador del metraje con ese punto de inflexión en el bosque.', 'Escena esta última que merece de halagos, como el resto de momentos que tiene, por la construcción de la atmósfera cual cazador con su presa -valga la redundancia- del in crescendo de los tambores por las miradas de sus protagonistas culminando en una falsa victoria.Como los verbales pasos en falso (apoyados sin protesta por su misma sangre) que llegamos a creer, sólo por un momento, que logran sentar cátedra por los monólogos reconvertidos en discursos de denuncia que escupe con fuego y  rabia Luis Zahera.', 'Un perro, como su hermano, que están ""abandonados y muertos de hambre"".Pero este nuevo título de Sorogoyen no se alimenta sólo de eso.', 'Es un gran detalle que las dos grandes protagonistas de esta historia, jamás presencien como los perros se mordisquean entre ellos; las reinas de esta historia, las dos madres dejan su mejor momento para el final que es la pieza clave del puzzle.', 'Y entonces son los hermanos quienes quedan, como meros peones, en segundo plano.Que es la posición real que ocupan.', 'Como dice el dicho... Mucho ruido, pero evidentemente, muy pocas nueces.Luis Zahera debería ser el merecedor del Goya el próximo año, y lo mismo digo de la actriz Marina Foïs, quien logra una labor de tempo calmado y frío (como así se construyen muchos de los momentos de cerco atmosférico en su intriga dentro de la historia) inconmensurable.', 'Así como su hija en la ficción Marie Denis, o su marido, el actor Denis Ménochet.', 'Mención también al gran Diego Anido, el hermano menor de Xan.', 'Un reparto estupendo.AS BESTAS, posiblemente, sea la mejor película que ha rodado Sorogoyen hasta la fecha.', 'El largometraje más maduro, frío y valiente de Rodrigo e Isabel.Una auténtica joya del cine español.']","['zahera', 'rodrigo', 'sorogoyen', 'fois', 'luis', 'pelicula', 'dos', 'asi', 'historia', 'tambores']",4,838,Drama,"Redoble de tambores para Rodrigo Sorogoyen que vuelve más fuerte que nunca para presentarnos AS BESTAS, un excelente thriller gallego con aires de western y superioridad cinematográfica impregnada en ..."
"Película pretenciosa y bien dirigida, que visualmente esta muy bien conseguida, aunque todo lo demás echa aguas. No solo por esto que parece estar de moda de crear momentos de tensión o expectativas fallidas de parte del espectador para mantenerte en constante auge, que de hacerse gratuitamente acaba siendo un ejercicio deshonesto de su parte y una perdida de tiempo, si no por que ya de por sí los diálogos son flojos, se deja ver demasiado para que están puestos, poco humanos y escritos para mover la trama hacía adelante explicándole al espectador la situación de manera fácil.La primera hora no la considero un logro creativo, solo una adaptación de los típicos trucos de terror a un terreno más bucólico, derivando de ahí su pretendida originalidad y profundidad.Luego están las chorradas escritas para darle capas a la trama, y que te vayas pensando que has visto algo profundo, y el típico final para este tipo de cine, que podría haberse puesto en cualquier otra escena. Enfocas un plano a cualquier objeto/personaje en cualquier situación, y que haya un silencio después de algún acontecimiento y que se acabe. Saca tu propia conclusión.","['Película pretenciosa y bien dirigida, que visualmente esta muy bien conseguida, aunque todo lo demás echa aguas.', 'No solo por esto que parece estar de moda de crear momentos de tensión o expectativas fallidas de parte del espectador para mantenerte en constante auge, que de hacerse gratuitamente acaba siendo un ejercicio deshonesto de su parte y una perdida de tiempo, si no por que ya de por sí los diálogos son flojos, se deja ver demasiado para que están puestos, poco humanos y escritos para mover la trama hacía adelante explicándole al espectador la situación de manera fácil.La primera hora no la considero un logro creativo, solo una adaptación de los típicos trucos de terror a un terreno más bucólico, derivando de ahí su pretendida originalidad y profundidad.Luego están las chorradas escritas para darle capas a la trama, y que te vayas pensando que has visto algo profundo, y el típico final para este tipo de cine, que podría haberse puesto en cualquier otra escena.', 'Enfocas un plano a cualquier objeto/personaje en cualquier situación, y que haya un silencio después de algún acontecimiento y que se acabe.', 'Fundido en negro.', '""A tu puta madre"".', 'Saca tu propia conclusión.', 'Sensacional.']","['cualquier', 'bien', 'solo', 'parte', 'espectador', 'estan', 'trama', 'situacion', 'pelicula', 'pretenciosa']",4,839,Drama,"Película pretenciosa y bien dirigida, que visualmente esta muy bien conseguida, aunque todo lo demás echa aguas. No solo por esto que parece estar de moda de crear momentos de tensión o expectativas f..."
"Empieza de una manera desasosegante, sin mucha explicación a lo que ocurre en ese momento ni después, solo la semejanza en una forma de violencia.Una pareja que busca un modo de vida tranquilo y se ve abordada por un juego de intereses y frustraciones de los que sienten que su vida no ha sido elegida y seguirá lastrada mientras no dispongan de medios para salir del terruño a costa de lo que sea.Luis Zahera está tan soberbio que consigue que se le odie. También se le puede comprender, claro, pero su horizonte es tan turbio que embarcarse en su desencanto es un suicidio. Su sueño es dejar las vacas para tener un taxi que compartir con su hermano...La segunda parte es la elipsis de la primera. Su ternura no exenta de firmeza con la hija que llega para salvarla de lo que considera su lugar en el mundo pese a todo.Las fuerzas de orden que se mimetizan con el entorno, camuflándose en la falta de pruebas pero sin buscarlas.Y la bobina sigue enrollándose hasta llegar a la punta del hilo.Queda en suspenso si los hermanos son tan lerdos que no ven que detrás de su enemigo está la fortaleza de Penélope, que, sin esperar la llegada de Ulises, no está dispuesta a dejarse arrastrar ni a venderse ni a cambiar de vida, aunque se la quiten.","['Película inquietante, elíptica.', 'Empieza de una manera desasosegante, sin mucha explicación a lo que ocurre en ese momento ni después, solo la semejanza en una forma de violencia.Una pareja que busca un modo de vida tranquilo y se ve abordada por un juego de intereses y frustraciones de los que sienten que su vida no ha sido elegida y seguirá lastrada mientras no dispongan de medios para salir del terruño a costa de lo que sea.Luis Zahera está tan soberbio que consigue que se le odie.', 'También se le puede comprender, claro, pero su horizonte es tan turbio que embarcarse en su desencanto es un suicidio.', 'Su sueño es dejar las vacas para tener un taxi que compartir con su hermano...La segunda parte es la elipsis de la primera.', 'Se entiende la ausencia y no se puede dejar de admirar la tranquilidad de la mujer, su paciencia y perseverancia.', 'Su ternura no exenta de firmeza con la hija que llega para salvarla de lo que considera su lugar en el mundo pese a todo.Las fuerzas de orden que se mimetizan con el entorno, camuflándose en la falta de pruebas pero sin buscarlas.Y la bobina sigue enrollándose hasta llegar a la punta del hilo.Queda en suspenso si los hermanos son tan lerdos que no ven que detrás de su enemigo está la fortaleza de Penélope, que, sin esperar la llegada de Ulises, no está dispuesta a dejarse arrastrar ni a venderse ni a cambiar de vida, aunque se la quiten.']","['vida', 'tan', 'puede', 'dejar', 'pelicula', 'inquietante', 'eliptica', 'empieza', 'manera', 'desasosegante']",4,840,Drama,"Película inquietante, elíptica.  Empieza de una manera desasosegante, sin mucha explicación a lo que ocurre en ese momento ni después, solo la semejanza en una forma de violencia.Una pareja que busca ..."
Una de las mejores cintas del año. Más disfrutable si se es español ¿Cómo puede Luis Zahera tener esa calidad actoral? El resto del elenco no le va a la zaga. En el canón del cine español.,"['Espectacular.', 'Una de las mejores cintas del año.', 'Más disfrutable si se es español ¿Cómo puede Luis Zahera tener esa calidad actoral?', 'El resto del elenco no le va a la zaga.', 'En el canón del cine español.']","['espanol', 'espectacular', 'mejores', 'cintas', 'ano', 'mas', 'disfrutable', 'puede', 'luis', 'zahera']",4,841,Drama,Espectacular. Una de las mejores cintas del año. Más disfrutable si se es español ¿Cómo puede Luis Zahera tener esa calidad actoral? El resto del elenco no le va a la zaga. En el canón del cine españo...
"Buenas interpretaciones pero una peli sobre la envidia, el primitivismo y la maldad humana, tan extremadamente lenta que acaba con la paciencia de cualquiera esperando, desesperando y elucubrando cual será el siguiente paso de guion que nos espera tras tan largas pausas de reflexión y silencios... por otra parte el argumento me parece previsible y fatuo, por empeñarse en dar lecciones de inocua superioridad moral, ""otra vez""...","['Buenas interpretaciones pero una peli sobre la envidia, el primitivismo y la maldad humana, tan extremadamente lenta que acaba con la paciencia de cualquiera esperando, desesperando y elucubrando cual será el siguiente paso de guion que nos espera tras tan largas pausas de reflexión y silencios... por otra parte el argumento me parece previsible y fatuo, por empeñarse en dar lecciones de inocua superioridad moral, ""otra vez""...']",[],1,842,Drama,"Buenas interpretaciones pero una peli sobre la envidia, el primitivismo y la maldad humana, tan extremadamente lenta que acaba con la paciencia de cualquiera esperando, desesperando y elucubrando cual..."
